0,1,2,3,4,5,6,7,8,9,text,polarity,subjectivity,sentiment,neg,neu,pos,compound,text_len,text_word_count,punct,tokenized,nonstop,stemmed,rise
"RT @wokyleeks: Whelllllp @xeni 
""and a relationship with Epstein longer than described""
https://t.co/0k1Q8SBmnX;",,,,,,,,,, whelllllp xeni and a relationship with epstein longer than described https t co 0k1q8sbmnx ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,92,14, whelllllp xeni and a relationship with epstein longer than described https t co k1q8sbmnx ,"['', 'whelllllp', 'xeni', 'and', 'a', 'relationship', 'with', 'epstein', 'longer', 'than', 'described', 'https', 't', 'co', 'k1q8sbmnx', '']","['', 'whelllllp', 'xeni', 'relationship', 'epstein', 'longer', 'described', 'https', 'co', 'k1q8sbmnx', '']","['', 'whelllllp', 'xeni', 'relationship', 'epstein', 'longer', 'describ', 'http', 'co', 'k1q8sbmnx', '']",0
RT @thedailybeast: UPDATE: Bill Gates admits to affair that triggered Microsoft probe https://t.co/q3En3P348x;,,,,,,,,,, update bill gates admits to affair that triggered microsoft probe https t co q3en3p348x ,0.0,0.0,positive,,,,,89,14, update bill gates admits to affair that triggered microsoft probe https t co q3en3p348x ,"['', 'update', 'bill', 'gates', 'admits', 'to', 'affair', 'that', 'triggered', 'microsoft', 'probe', 'https', 't', 'co', 'q3en3p348x', '']","['', 'update', 'bill', 'gates', 'admits', 'affair', 'triggered', 'microsoft', 'probe', 'https', 'co', 'q3en3p348x', '']","['', 'updat', 'bill', 'gate', 'admit', 'affair', 'trigger', 'microsoft', 'probe', 'http', 'co', 'q3en3p348x', '']",0
RT @Finanzas_Times: Los directores de #Microsoft $MFST decidieron que Bill Gates debía dejar la junta debido a una relación íntima inapropi…;,,,,,,,,,, los directores de microsoft mfst decidieron que bill gates deb a dejar la junta debido a una relaci n ntima inapropi ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,118,21, los directores de microsoft mfst decidieron que bill gates deb a dejar la junta debido a una relaci n ntima inapropi ,"['', 'los', 'directores', 'de', 'microsoft', 'mfst', 'decidieron', 'que', 'bill', 'gates', 'deb', 'a', 'dejar', 'la', 'junta', 'debido', 'a', 'una', 'relaci', 'n', 'ntima', 'inapropi', '']","['', 'los', 'directores', 'de', 'microsoft', 'mfst', 'decidieron', 'que', 'bill', 'gates', 'deb', 'dejar', 'la', 'junta', 'debido', 'una', 'relaci', 'n', 'ntima', 'inapropi', '']","['', 'lo', 'director', 'de', 'microsoft', 'mfst', 'decidieron', 'que', 'bill', 'gate', 'deb', 'dejar', 'la', 'junta', 'debido', 'una', 'relaci', 'n', 'ntima', 'inapropi', '']",0
Are you upgrading to Microsoft 365? Bring a productivity speaker &amp; Microsoft Certified Trainer to your next meeting… https://t.co/CrJpvUFUBG,,,,,,,,,,are you upgrading to microsoft 365 bring a productivity speaker amp microsoft certified trainer to your next meeting https t co crjpvufubg,0.0,0.0,neutral,0.0,1.0,0.0,0.0,138,22,are you upgrading to microsoft 365 bring a productivity speaker amp microsoft certified trainer to your next meeting https t co crjpvufubg,"['are', 'you', 'upgrading', 'to', 'microsoft', '365', 'bring', 'a', 'productivity', 'speaker', 'amp', 'microsoft', 'certified', 'trainer', 'to', 'your', 'next', 'meeting', 'https', 't', 'co', 'crjpvufubg']","['upgrading', 'microsoft', '365', 'bring', 'productivity', 'speaker', 'amp', 'microsoft', 'certified', 'trainer', 'next', 'meeting', 'https', 'co', 'crjpvufubg']","['upgrad', 'microsoft', '365', 'bring', 'product', 'speaker', 'amp', 'microsoft', 'certifi', 'trainer', 'next', 'meet', 'http', 'co', 'crjpvufubg']",0
RT @disclosetv: JUST IN - Microsoft board members decided Bill Gates needed to leave the board in 2020 due to prior relationship with staff…;,,,,,,,,,, just in microsoft board members decided bill gates needed to leave the board in 2020 due to prior relationship with staff ,-0.0625,0.1875,negative,,,,,123,21, just in microsoft board members decided bill gates needed to leave the board in 22 due to prior relationship with staff ,"['', 'just', 'in', 'microsoft', 'board', 'members', 'decided', 'bill', 'gates', 'needed', 'to', 'leave', 'the', 'board', 'in', '22', 'due', 'to', 'prior', 'relationship', 'with', 'staff', '']","['', 'microsoft', 'board', 'members', 'decided', 'bill', 'gates', 'needed', 'leave', 'board', '22', 'due', 'prior', 'relationship', 'staff', '']","['', 'microsoft', 'board', 'member', 'decid', 'bill', 'gate', 'need', 'leav', 'board', '22', 'due', 'prior', 'relationship', 'staff', '']",0
RT @EmilyGlazer: WSJ exclusive: Microsoft directors started an investigation in 2019 into allegations by a female staffer of a sexual relat…;,,,,,,,,,, wsj exclusive microsoft directors started an investigation in 2019 into allegations by a female staffer of a sexual relat ,0.25,0.5,positive,,,,,123,19, wsj exclusive microsoft directors started an investigation in 21 into allegations by a female staffer of a sexual relat ,"['', 'wsj', 'exclusive', 'microsoft', 'directors', 'started', 'an', 'investigation', 'in', '21', 'into', 'allegations', 'by', 'a', 'female', 'staffer', 'of', 'a', 'sexual', 'relat', '']","['', 'wsj', 'exclusive', 'microsoft', 'directors', 'started', 'investigation', '21', 'allegations', 'female', 'staffer', 'sexual', 'relat', '']","['', 'wsj', 'exclus', 'microsoft', 'director', 'start', 'investig', '21', 'alleg', 'femal', 'staffer', 'sexual', 'relat', '']",0
@mattswider Are you able to buy from Microsoft on mobile?;,,,,,,,,,, mattswider are you able to buy from microsoft on mobile ,0.5,0.625,neutral,0.0,1.0,0.0,0.0,57,10, mattswider are you able to buy from microsoft on mobile ,"['', 'mattswider', 'are', 'you', 'able', 'to', 'buy', 'from', 'microsoft', 'on', 'mobile', '']","['', 'mattswider', 'able', 'buy', 'microsoft', 'mobile', '']","['', 'mattswid', 'abl', 'buy', 'microsoft', 'mobil', '']",0
"RT @CSA_DVillamizar: RT WajdiAlkayal: infrastructure used by
RT @Ali_Lev: WSJ reports Bill Gates allegedly had an inappropriate romantic relationship with a female Microsoft employee: https://t.co/FN7…
RT @zerohedge: """"Members of the board tasked with the matter hired a law firm to conduct an investigation in late 2019 after a Microsoft eng…"";",,,,,,,,,, rt wajdialkayal infrastructure used by wsj reports bill gates allegedly had an inappropriate romantic relationship with a female microsoft employee https t co fn7 members of the board tasked with the matter hired a law firm to conduct an investigation in late 2019 after a microsoft eng ,-0.12000000000000002,0.35333333333333333,positive,,,,,288,47, rt wajdialkayal infrastructure used by wsj reports bill gates allegedly had an inappropriate romantic relationship with a female microsoft employee https t co fn7 members of the board tasked with the matter hired a law firm to conduct an investigation in late 21 after a microsoft eng ,"['', 'rt', 'wajdialkayal', 'infrastructure', 'used', 'by', 'wsj', 'reports', 'bill', 'gates', 'allegedly', 'had', 'an', 'inappropriate', 'romantic', 'relationship', 'with', 'a', 'female', 'microsoft', 'employee', 'https', 't', 'co', 'fn7', 'members', 'of', 'the', 'board', 'tasked', 'with', 'the', 'matter', 'hired', 'a', 'law', 'firm', 'to', 'conduct', 'an', 'investigation', 'in', 'late', '21', 'after', 'a', 'microsoft', 'eng', '']","['', 'rt', 'wajdialkayal', 'infrastructure', 'used', 'wsj', 'reports', 'bill', 'gates', 'allegedly', 'inappropriate', 'romantic', 'relationship', 'female', 'microsoft', 'employee', 'https', 'co', 'fn7', 'members', 'board', 'tasked', 'matter', 'hired', 'law', 'firm', 'conduct', 'investigation', 'late', '21', 'microsoft', 'eng', '']","['', 'rt', 'wajdialkay', 'infrastructur', 'use', 'wsj', 'report', 'bill', 'gate', 'allegedli', 'inappropri', 'romant', 'relationship', 'femal', 'microsoft', 'employe', 'http', 'co', 'fn7', 'member', 'board', 'task', 'matter', 'hire', 'law', 'firm', 'conduct', 'investig', 'late', '21', 'microsoft', 'eng', '']",0
RT @disclosetv: JUST IN - Microsoft board members decided Bill Gates needed to leave the board in 2020 due to prior relationship with staff…;,,,,,,,,,, just in microsoft board members decided bill gates needed to leave the board in 2020 due to prior relationship with staff ,-0.0625,0.1875,negative,,,,,123,21, just in microsoft board members decided bill gates needed to leave the board in 22 due to prior relationship with staff ,"['', 'just', 'in', 'microsoft', 'board', 'members', 'decided', 'bill', 'gates', 'needed', 'to', 'leave', 'the', 'board', 'in', '22', 'due', 'to', 'prior', 'relationship', 'with', 'staff', '']","['', 'microsoft', 'board', 'members', 'decided', 'bill', 'gates', 'needed', 'leave', 'board', '22', 'due', 'prior', 'relationship', 'staff', '']","['', 'microsoft', 'board', 'member', 'decid', 'bill', 'gate', 'need', 'leav', 'board', '22', 'due', 'prior', 'relationship', 'staff', '']",1
RT @disclosetv: JUST IN - Microsoft board members decided Bill Gates needed to leave the board in 2020 due to prior relationship with staff…;,,,,,,,,,, just in microsoft board members decided bill gates needed to leave the board in 2020 due to prior relationship with staff ,-0.0625,0.1875,negative,,,,,123,21, just in microsoft board members decided bill gates needed to leave the board in 22 due to prior relationship with staff ,"['', 'just', 'in', 'microsoft', 'board', 'members', 'decided', 'bill', 'gates', 'needed', 'to', 'leave', 'the', 'board', 'in', '22', 'due', 'to', 'prior', 'relationship', 'with', 'staff', '']","['', 'microsoft', 'board', 'members', 'decided', 'bill', 'gates', 'needed', 'leave', 'board', '22', 'due', 'prior', 'relationship', 'staff', '']","['', 'microsoft', 'board', 'member', 'decid', 'bill', 'gate', 'need', 'leav', 'board', '22', 'due', 'prior', 'relationship', 'staff', '']",1
RT @disclosetv: JUST IN - Microsoft board members decided Bill Gates needed to leave the board in 2020 due to prior relationship with staff…;,,,,,,,,,, just in microsoft board members decided bill gates needed to leave the board in 2020 due to prior relationship with staff ,-0.0625,0.1875,negative,,,,,123,21, just in microsoft board members decided bill gates needed to leave the board in 22 due to prior relationship with staff ,"['', 'just', 'in', 'microsoft', 'board', 'members', 'decided', 'bill', 'gates', 'needed', 'to', 'leave', 'the', 'board', 'in', '22', 'due', 'to', 'prior', 'relationship', 'with', 'staff', '']","['', 'microsoft', 'board', 'members', 'decided', 'bill', 'gates', 'needed', 'leave', 'board', '22', 'due', 'prior', 'relationship', 'staff', '']","['', 'microsoft', 'board', 'member', 'decid', 'bill', 'gate', 'need', 'leav', 'board', '22', 'due', 'prior', 'relationship', 'staff', '']",1
I won 2 achievements in Mahjong by Microsoft (Mobile) for 64 points on #TrueAchievements https://t.co/fTd2TIzUhI;,,,,,,,,,,i won 2 achievements in mahjong by microsoft mobile for 64 points on trueachievements https t co ftd2tizuhi ,0.0,0.0,positive,,,,,108,18,i won 2 achievements in mahjong by microsoft mobile for 64 points on trueachievements https t co ftd2tizuhi ,"['i', 'won', '2', 'achievements', 'in', 'mahjong', 'by', 'microsoft', 'mobile', 'for', '64', 'points', 'on', 'trueachievements', 'https', 't', 'co', 'ftd2tizuhi', '']","['2', 'achievements', 'mahjong', 'microsoft', 'mobile', '64', 'points', 'trueachievements', 'https', 'co', 'ftd2tizuhi', '']","['2', 'achiev', 'mahjong', 'microsoft', 'mobil', '64', 'point', 'trueachiev', 'http', 'co', 'ftd2tizuhi', '']",1
"RT @MichaelPSenger: ""Mr. Gates pursued women who worked for him at Microsoft and the Bill and Melinda Gates Foundation.""
A bit satisfying…;",,,,,,,,,, mr gates pursued women who worked for him at microsoft and the bill and melinda gates foundation a bit satisfying ,0.5,1.0,positive,,,,,115,20, mr gates pursued women who worked for him at microsoft and the bill and melinda gates foundation a bit satisfying ,"['', 'mr', 'gates', 'pursued', 'women', 'who', 'worked', 'for', 'him', 'at', 'microsoft', 'and', 'the', 'bill', 'and', 'melinda', 'gates', 'foundation', 'a', 'bit', 'satisfying', '']","['', 'mr', 'gates', 'pursued', 'women', 'worked', 'microsoft', 'bill', 'melinda', 'gates', 'foundation', 'bit', 'satisfying', '']","['', 'mr', 'gate', 'pursu', 'women', 'work', 'microsoft', 'bill', 'melinda', 'gate', 'foundat', 'bit', 'satisfi', '']",1
RT @business: LATEST: Microsoft’s directors started a probe into Bill Gates’s alleged involvement with a female employee that was deemed in…;,,,,,,,,,, latest microsoft s directors started a probe into bill gates s alleged involvement with a female employee that was deemed in ,0.13333333333333333,0.3888888888888889,neutral,0.0,1.0,0.0,0.0,126,21, latest microsoft s directors started a probe into bill gates s alleged involvement with a female employee that was deemed in ,"['', 'latest', 'microsoft', 's', 'directors', 'started', 'a', 'probe', 'into', 'bill', 'gates', 's', 'alleged', 'involvement', 'with', 'a', 'female', 'employee', 'that', 'was', 'deemed', 'in', '']","['', 'latest', 'microsoft', 'directors', 'started', 'probe', 'bill', 'gates', 'alleged', 'involvement', 'female', 'employee', 'deemed', '']","['', 'latest', 'microsoft', 'director', 'start', 'probe', 'bill', 'gate', 'alleg', 'involv', 'femal', 'employe', 'deem', '']",1
RT @disclosetv: JUST IN - Microsoft board members decided Bill Gates needed to leave the board in 2020 due to prior relationship with staff…;,,,,,,,,,, just in microsoft board members decided bill gates needed to leave the board in 2020 due to prior relationship with staff ,-0.0625,0.1875,negative,,,,,123,21, just in microsoft board members decided bill gates needed to leave the board in 22 due to prior relationship with staff ,"['', 'just', 'in', 'microsoft', 'board', 'members', 'decided', 'bill', 'gates', 'needed', 'to', 'leave', 'the', 'board', 'in', '22', 'due', 'to', 'prior', 'relationship', 'with', 'staff', '']","['', 'microsoft', 'board', 'members', 'decided', 'bill', 'gates', 'needed', 'leave', 'board', '22', 'due', 'prior', 'relationship', 'staff', '']","['', 'microsoft', 'board', 'member', 'decid', 'bill', 'gate', 'need', 'leav', 'board', '22', 'due', 'prior', 'relationship', 'staff', '']",1
"RT @MichaelPSenger: ""Mr. Gates pursued women who worked for him at Microsoft and the Bill and Melinda Gates Foundation.""
A bit satisfying…;",,,,,,,,,, mr gates pursued women who worked for him at microsoft and the bill and melinda gates foundation a bit satisfying ,0.5,1.0,positive,,,,,115,20, mr gates pursued women who worked for him at microsoft and the bill and melinda gates foundation a bit satisfying ,"['', 'mr', 'gates', 'pursued', 'women', 'who', 'worked', 'for', 'him', 'at', 'microsoft', 'and', 'the', 'bill', 'and', 'melinda', 'gates', 'foundation', 'a', 'bit', 'satisfying', '']","['', 'mr', 'gates', 'pursued', 'women', 'worked', 'microsoft', 'bill', 'melinda', 'gates', 'foundation', 'bit', 'satisfying', '']","['', 'mr', 'gate', 'pursu', 'women', 'work', 'microsoft', 'bill', 'melinda', 'gate', 'foundat', 'bit', 'satisfi', '']",1
RT @EmilyGlazer: WSJ exclusive: Microsoft directors started an investigation in 2019 into allegations by a female staffer of a sexual relat…;,,,,,,,,,, wsj exclusive microsoft directors started an investigation in 2019 into allegations by a female staffer of a sexual relat ,0.25,0.5,positive,,,,,123,19, wsj exclusive microsoft directors started an investigation in 21 into allegations by a female staffer of a sexual relat ,"['', 'wsj', 'exclusive', 'microsoft', 'directors', 'started', 'an', 'investigation', 'in', '21', 'into', 'allegations', 'by', 'a', 'female', 'staffer', 'of', 'a', 'sexual', 'relat', '']","['', 'wsj', 'exclusive', 'microsoft', 'directors', 'started', 'investigation', '21', 'allegations', 'female', 'staffer', 'sexual', 'relat', '']","['', 'wsj', 'exclus', 'microsoft', 'director', 'start', 'investig', '21', 'alleg', 'femal', 'staffer', 'sexual', 'relat', '']",1
RT @EmilyGlazer: WSJ exclusive: Microsoft directors started an investigation in 2019 into allegations by a female staffer of a sexual relat…;,,,,,,,,,, wsj exclusive microsoft directors started an investigation in 2019 into allegations by a female staffer of a sexual relat ,0.25,0.5,positive,,,,,123,19, wsj exclusive microsoft directors started an investigation in 21 into allegations by a female staffer of a sexual relat ,"['', 'wsj', 'exclusive', 'microsoft', 'directors', 'started', 'an', 'investigation', 'in', '21', 'into', 'allegations', 'by', 'a', 'female', 'staffer', 'of', 'a', 'sexual', 'relat', '']","['', 'wsj', 'exclusive', 'microsoft', 'directors', 'started', 'investigation', '21', 'allegations', 'female', 'staffer', 'sexual', 'relat', '']","['', 'wsj', 'exclus', 'microsoft', 'director', 'start', 'investig', '21', 'alleg', 'femal', 'staffer', 'sexual', 'relat', '']",1
RT @appleinsider: Microsoft founder Bill Gates' departure from the board in 2020 was due to an investigation into an alleged relationship w…;,,,,,,,,,, microsoft founder bill gates departure from the board in 2020 was due to an investigation into an alleged relationship w ,-0.1125,0.2375,neutral,0.0,1.0,0.0,0.0,122,20, microsoft founder bill gates departure from the board in 22 was due to an investigation into an alleged relationship w ,"['', 'microsoft', 'founder', 'bill', 'gates', 'departure', 'from', 'the', 'board', 'in', '22', 'was', 'due', 'to', 'an', 'investigation', 'into', 'an', 'alleged', 'relationship', 'w', '']","['', 'microsoft', 'founder', 'bill', 'gates', 'departure', 'board', '22', 'due', 'investigation', 'alleged', 'relationship', 'w', '']","['', 'microsoft', 'founder', 'bill', 'gate', 'departur', 'board', '22', 'due', 'investig', 'alleg', 'relationship', 'w', '']",1
RT @EmilyGlazer: WSJ exclusive: Microsoft directors started an investigation in 2019 into allegations by a female staffer of a sexual relat…;,,,,,,,,,, wsj exclusive microsoft directors started an investigation in 2019 into allegations by a female staffer of a sexual relat ,0.25,0.5,positive,,,,,123,19, wsj exclusive microsoft directors started an investigation in 21 into allegations by a female staffer of a sexual relat ,"['', 'wsj', 'exclusive', 'microsoft', 'directors', 'started', 'an', 'investigation', 'in', '21', 'into', 'allegations', 'by', 'a', 'female', 'staffer', 'of', 'a', 'sexual', 'relat', '']","['', 'wsj', 'exclusive', 'microsoft', 'directors', 'started', 'investigation', '21', 'allegations', 'female', 'staffer', 'sexual', 'relat', '']","['', 'wsj', 'exclus', 'microsoft', 'director', 'start', 'investig', '21', 'alleg', 'femal', 'staffer', 'sexual', 'relat', '']",1
RT @thehill: JUST IN: Microsoft board members thought Bill Gates should resign over relationship with female employee: report https://t.co/…;,,,,,,,,,, just in microsoft board members thought bill gates should resign over relationship with female employee report https t co ,0.0,0.16666666666666666,negative,,,,,123,19, just in microsoft board members thought bill gates should resign over relationship with female employee report https t co ,"['', 'just', 'in', 'microsoft', 'board', 'members', 'thought', 'bill', 'gates', 'should', 'resign', 'over', 'relationship', 'with', 'female', 'employee', 'report', 'https', 't', 'co', '']","['', 'microsoft', 'board', 'members', 'thought', 'bill', 'gates', 'resign', 'relationship', 'female', 'employee', 'report', 'https', 'co', '']","['', 'microsoft', 'board', 'member', 'thought', 'bill', 'gate', 'resign', 'relationship', 'femal', 'employe', 'report', 'http', 'co', '']",1
@ScottMStedman Hmm, makes me think of a neighbor I had years ago. Her father was a contractor who worked for Paul A… https://t.co/qdbMTxRR7f;,,,,,,,,, scottmstedman hmm,0.0,0.0,neutral,0.0,1.0,0.0,0.0,18,2, scottmstedman hmm,"['', 'scottmstedman', 'hmm']","['', 'scottmstedman', 'hmm']","['', 'scottmstedman', 'hmm']",1
RT @thehill: JUST IN: Microsoft board members thought Bill Gates should resign over relationship with female employee: report https://t.co/…;,,,,,,,,,, just in microsoft board members thought bill gates should resign over relationship with female employee report https t co ,0.0,0.16666666666666666,negative,,,,,123,19, just in microsoft board members thought bill gates should resign over relationship with female employee report https t co ,"['', 'just', 'in', 'microsoft', 'board', 'members', 'thought', 'bill', 'gates', 'should', 'resign', 'over', 'relationship', 'with', 'female', 'employee', 'report', 'https', 't', 'co', '']","['', 'microsoft', 'board', 'members', 'thought', 'bill', 'gates', 'resign', 'relationship', 'female', 'employee', 'report', 'https', 'co', '']","['', 'microsoft', 'board', 'member', 'thought', 'bill', 'gate', 'resign', 'relationship', 'femal', 'employe', 'report', 'http', 'co', '']",1
RT @disclosetv: JUST IN - Microsoft board members decided Bill Gates needed to leave the board in 2020 due to prior relationship with staff…;,,,,,,,,,, just in microsoft board members decided bill gates needed to leave the board in 2020 due to prior relationship with staff ,-0.0625,0.1875,negative,,,,,123,21, just in microsoft board members decided bill gates needed to leave the board in 22 due to prior relationship with staff ,"['', 'just', 'in', 'microsoft', 'board', 'members', 'decided', 'bill', 'gates', 'needed', 'to', 'leave', 'the', 'board', 'in', '22', 'due', 'to', 'prior', 'relationship', 'with', 'staff', '']","['', 'microsoft', 'board', 'members', 'decided', 'bill', 'gates', 'needed', 'leave', 'board', '22', 'due', 'prior', 'relationship', 'staff', '']","['', 'microsoft', 'board', 'member', 'decid', 'bill', 'gate', 'need', 'leav', 'board', '22', 'due', 'prior', 'relationship', 'staff', '']",1
RT @disclosetv: JUST IN - Microsoft board members decided Bill Gates needed to leave the board in 2020 due to prior relationship with staff…;,,,,,,,,,, just in microsoft board members decided bill gates needed to leave the board in 2020 due to prior relationship with staff ,-0.0625,0.1875,negative,,,,,123,21, just in microsoft board members decided bill gates needed to leave the board in 22 due to prior relationship with staff ,"['', 'just', 'in', 'microsoft', 'board', 'members', 'decided', 'bill', 'gates', 'needed', 'to', 'leave', 'the', 'board', 'in', '22', 'due', 'to', 'prior', 'relationship', 'with', 'staff', '']","['', 'microsoft', 'board', 'members', 'decided', 'bill', 'gates', 'needed', 'leave', 'board', '22', 'due', 'prior', 'relationship', 'staff', '']","['', 'microsoft', 'board', 'member', 'decid', 'bill', 'gate', 'need', 'leav', 'board', '22', 'due', 'prior', 'relationship', 'staff', '']",1
RT @jeffhauser: From education policy to intellectual property and vaccines, Bill Gates has been an influential voice for views that fancy…;,,,,,,,,, from education policy to intellectual property and vaccines,0.3,0.4,positive,,,,,60,8, from education policy to intellectual property and vaccines,"['', 'from', 'education', 'policy', 'to', 'intellectual', 'property', 'and', 'vaccines']","['', 'education', 'policy', 'intellectual', 'property', 'vaccines']","['', 'educ', 'polici', 'intellectu', 'properti', 'vaccin']",1
"RT @RawStory: Microsoft execs look to remove Bill Gates after reports of company relationships: WSJ
https://t.co/PwT2r7omOc;",,,,,,,,,, microsoft execs look to remove bill gates after reports of company relationships wsj https t co pwt2r7omoc ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,108,17, microsoft execs look to remove bill gates after reports of company relationships wsj https t co pwt2r7omoc ,"['', 'microsoft', 'execs', 'look', 'to', 'remove', 'bill', 'gates', 'after', 'reports', 'of', 'company', 'relationships', 'wsj', 'https', 't', 'co', 'pwt2r7omoc', '']","['', 'microsoft', 'execs', 'look', 'remove', 'bill', 'gates', 'reports', 'company', 'relationships', 'wsj', 'https', 'co', 'pwt2r7omoc', '']","['', 'microsoft', 'exec', 'look', 'remov', 'bill', 'gate', 'report', 'compani', 'relationship', 'wsj', 'http', 'co', 'pwt2r7omoc', '']",1
RT @StockMKTNewz: Microsoft $MSFT board members reportedly decided that Bill Gates needed to step down from the board of directors in 2020…;,,,,,,,,,, microsoft msft board members reportedly decided that bill gates needed to step down from the board of directors in 2020 ,-0.15555555555555559,0.2888888888888889,neutral,0.0,1.0,0.0,0.0,121,20, microsoft msft board members reportedly decided that bill gates needed to step down from the board of directors in 22 ,"['', 'microsoft', 'msft', 'board', 'members', 'reportedly', 'decided', 'that', 'bill', 'gates', 'needed', 'to', 'step', 'down', 'from', 'the', 'board', 'of', 'directors', 'in', '22', '']","['', 'microsoft', 'msft', 'board', 'members', 'reportedly', 'decided', 'bill', 'gates', 'needed', 'step', 'board', 'directors', '22', '']","['', 'microsoft', 'msft', 'board', 'member', 'reportedli', 'decid', 'bill', 'gate', 'need', 'step', 'board', 'director', '22', '']",1
RT @disclosetv: JUST IN - Microsoft board members decided Bill Gates needed to leave the board in 2020 due to prior relationship with staff…;,,,,,,,,,, just in microsoft board members decided bill gates needed to leave the board in 2020 due to prior relationship with staff ,-0.0625,0.1875,negative,,,,,123,21, just in microsoft board members decided bill gates needed to leave the board in 22 due to prior relationship with staff ,"['', 'just', 'in', 'microsoft', 'board', 'members', 'decided', 'bill', 'gates', 'needed', 'to', 'leave', 'the', 'board', 'in', '22', 'due', 'to', 'prior', 'relationship', 'with', 'staff', '']","['', 'microsoft', 'board', 'members', 'decided', 'bill', 'gates', 'needed', 'leave', 'board', '22', 'due', 'prior', 'relationship', 'staff', '']","['', 'microsoft', 'board', 'member', 'decid', 'bill', 'gate', 'need', 'leav', 'board', '22', 'due', 'prior', 'relationship', 'staff', '']",1
@OrlandoYaelTap1 @javisbarm Tal vez no pusistes bien tu cuenta de microsoft;,,,,,,,,,, orlandoyaeltap1 javisbarm tal vez no pusistes bien tu cuenta de microsoft ,0.0,0.0,negative,,,,,75,11, orlandoyaeltap1 javisbarm tal vez no pusistes bien tu cuenta de microsoft ,"['', 'orlandoyaeltap1', 'javisbarm', 'tal', 'vez', 'no', 'pusistes', 'bien', 'tu', 'cuenta', 'de', 'microsoft', '']","['', 'orlandoyaeltap1', 'javisbarm', 'tal', 'vez', 'pusistes', 'bien', 'tu', 'cuenta', 'de', 'microsoft', '']","['', 'orlandoyaeltap1', 'javisbarm', 'tal', 'vez', 'pusist', 'bien', 'tu', 'cuenta', 'de', 'microsoft', '']",1
RT @davidenrich: Exclusive: The breakup of Bill and Melinda Gates’s marriage is shedding new light on an open secret within Microsoft and h…;,,,,,,,,,, exclusive the breakup of bill and melinda gates s marriage is shedding new light on an open secret within microsoft and h ,0.03409090909090909,0.5886363636363636,positive,,,,,123,22, exclusive the breakup of bill and melinda gates s marriage is shedding new light on an open secret within microsoft and h ,"['', 'exclusive', 'the', 'breakup', 'of', 'bill', 'and', 'melinda', 'gates', 's', 'marriage', 'is', 'shedding', 'new', 'light', 'on', 'an', 'open', 'secret', 'within', 'microsoft', 'and', 'h', '']","['', 'exclusive', 'breakup', 'bill', 'melinda', 'gates', 'marriage', 'shedding', 'new', 'light', 'open', 'secret', 'within', 'microsoft', 'h', '']","['', 'exclus', 'breakup', 'bill', 'melinda', 'gate', 'marriag', 'shed', 'new', 'light', 'open', 'secret', 'within', 'microsoft', 'h', '']",1
RT @zerohedge: Microsoft Board Members Wanted Gates Gone In 2019 After Investigation Into Sexual Relationship https://t.co/V0MnjRChpM;,,,,,,,,,, microsoft board members wanted gates gone in 2019 after investigation into sexual relationship https t co v0mnjrchpm ,0.5,0.8333333333333334,neutral,0.0,1.0,0.0,0.0,118,17, microsoft board members wanted gates gone in 21 after investigation into sexual relationship https t co vmnjrchpm ,"['', 'microsoft', 'board', 'members', 'wanted', 'gates', 'gone', 'in', '21', 'after', 'investigation', 'into', 'sexual', 'relationship', 'https', 't', 'co', 'vmnjrchpm', '']","['', 'microsoft', 'board', 'members', 'wanted', 'gates', 'gone', '21', 'investigation', 'sexual', 'relationship', 'https', 'co', 'vmnjrchpm', '']","['', 'microsoft', 'board', 'member', 'want', 'gate', 'gone', '21', 'investig', 'sexual', 'relationship', 'http', 'co', 'vmnjrchpm', '']",1
Microsoft Azureの管理者資格難しくなさそうで難しい…☹️;,,,,,,,,,,microsoft azure ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,16,2,microsoft azure ,"['microsoft', 'azure', '']","['microsoft', 'azure', '']","['microsoft', 'azur', '']",1
"携帯格安プランではキャリアメールが使えないことから、今後フリーメールの利用が増えると思うが…
僕はフリーメールではなくMicrosoft exchangeをお薦めしたい。
月額500円程で複数のメールボックス(=メアド)を使えて… https://t.co/sp0aFzuWlU;",,,,,,,,,, microsoft exchange 500 https t co sp0afzuwlu ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,46,7, microsoft exchange 5 https t co spafzuwlu ,"['', 'microsoft', 'exchange', '5', 'https', 't', 'co', 'spafzuwlu', '']","['', 'microsoft', 'exchange', '5', 'https', 'co', 'spafzuwlu', '']","['', 'microsoft', 'exchang', '5', 'http', 'co', 'spafzuwlu', '']",1
